Time (s),Raw Pressure (mmHg),Low-Pass Filtered (Amplitude),BPM (at peak time)
58.096,54.95,-0.1374,
58.106,54.34,-0.1430,
58.119,54.71,-0.1463,
58.130,54.52,-0.1471,
58.141,54.64,-0.1457,
58.154,54.84,-0.1423,
58.164,54.97,-0.1369,
58.174,54.41,-0.1296,
58.184,54.42,-0.1203,
58.193,54.75,-0.1091,
58.203,54.22,-0.0964,
58.217,54.48,-0.0825,
58.227,54.36,-0.0680,
58.240,54.22,-0.0532,
58.251,54.28,-0.0388,
58.261,54.44,-0.0253,
58.271,54.20,-0.0131,
58.284,54.39,-0.0025,
58.300,53.88,0.0064,
58.313,54.37,0.0135,
58.324,54.30,0.0187,
58.338,53.90,0.0221,
58.351,54.34,0.0238,
58.361,54.46,0.0241,
58.374,53.88,0.0234,
58.388,53.72,0.0220,
58.401,54.00,0.0202,
58.414,53.95,0.0180,
58.424,54.00,0.0155,
58.434,53.89,0.0126,
58.442,54.05,0.0095,
58.456,53.85,0.0064,
58.470,53.93,0.0034,
58.480,53.78,0.0007,
58.490,53.89,-0.0014,
58.500,53.57,-0.0028,
58.515,53.85,-0.0035,
58.526,53.78,-0.0036,
58.542,53.72,-0.0031,
58.556,53.55,-0.0019,
58.572,53.66,-0.0002,
58.586,53.30,0.0019,
58.600,53.23,0.0043,
58.614,53.23,0.0064,
58.628,53.66,0.0079,
58.637,53.11,0.0084,
58.651,53.54,0.0076,
58.661,53.42,0.0055,
58.679,53.44,0.0022,
58.701,53.33,-0.0019,
58.717,53.41,-0.0065,
58.741,53.36,-0.0110,
58.754,53.48,-0.0151,
58.767,52.96,-0.0183,
58.784,53.03,-0.0204,
58.794,53.07,-0.0212,
58.804,53.29,-0.0210,
58.814,52.78,-0.0198,
58.827,52.86,-0.0180,
58.837,53.10,-0.0157,
58.847,53.18,-0.0134,
58.856,52.92,-0.0111,
58.866,53.23,-0.0089,
58.876,52.81,-0.0067,
58.886,52.76,-0.0042,
58.900,52.89,-0.0015,
58.911,52.71,0.0015,
58.925,52.87,0.0046,
58.938,52.54,0.0077,
58.950,52.82,0.0106,
58.960,52.14,0.0133,
58.975,52.62,0.0153,
58.985,52.63,0.0166,
59.001,52.41,0.0168,
59.012,52.38,0.0158,
59.022,52.78,0.0136,
59.034,52.36,0.0104,
59.047,52.26,0.0065,
59.062,52.47,0.0020,
59.077,52.19,-0.0027,
59.088,52.47,-0.0074,
59.103,52.35,-0.0118,
59.113,52.58,-0.0158,
59.127,52.33,-0.0190,
59.138,52.05,-0.0210,
59.153,52.23,-0.0215,
59.168,52.08,-0.0205,
59.178,52.10,-0.0182,
59.188,52.13,-0.0146,
59.197,51.64,-0.0101,
59.210,52.02,-0.0051,
59.221,51.61,0.0000,
59.233,51.67,0.0047,
59.241,51.60,0.0084,
59.253,52.10,0.0107,
59.262,51.71,0.0113,
59.271,52.08,0.0102,
59.281,51.70,0.0077,
59.291,52.10,0.0044,
59.301,51.62,0.0008,
59.314,51.77,-0.0025,
59.322,52.17,-0.0049,
59.332,51.49,-0.0060,
59.343,51.57,-0.0052,
59.351,51.33,-0.0026,
59.363,51.61,0.0018,
59.371,51.79,0.0077,
59.381,51.88,0.0147,
59.390,51.46,0.0227,
59.401,51.67,0.0315,
59.411,51.90,0.0413,
59.421,51.77,0.0519,
59.432,51.67,0.0633,
59.442,51.51,0.0757,
59.451,51.46,0.0890,
59.461,51.12,0.1029,
59.474,51.32,0.1170,
59.482,51.16,0.1306,
59.491,51.43,0.1428,
59.500,51.59,0.1531,
59.511,51.25,0.1611,
59.521,51.18,0.1666,
59.531,51.31,0.1696,
59.541,50.74,0.1701,
59.552,51.19,0.1681,
59.561,51.27,0.1636,
59.578,51.02,0.1566,
59.589,51.24,0.1475,
59.597,50.86,0.1364,
59.605,51.28,0.1240,
59.613,51.07,0.1106,
59.624,50.76,0.0967,
59.638,50.89,0.0829,
59.654,50.61,0.0694,
59.671,51.14,0.0563,
59.689,50.99,0.0437,
59.703,50.93,0.0319,
59.718,50.56,0.0211,
59.732,50.99,0.0115,
59.749,50.70,0.0032,
59.771,51.04,-0.0037,
59.782,50.88,-0.0091,
59.795,50.65,-0.0128,
59.809,50.50,-0.0149,
59.824,50.87,-0.0154,
59.834,50.53,-0.0145,
59.848,50.20,-0.0125,
59.862,50.59,-0.0098,
59.876,50.29,-0.0070,
59.890,50.17,-0.0045,
59.904,50.40,-0.0030,
59.915,50.12,-0.0028,
59.931,50.41,-0.0044,
59.944,49.97,-0.0079,
59.958,49.80,-0.0135,
59.972,50.46,-0.0212,
59.983,50.13,-0.0308,
59.993,50.04,-0.0423,
60.003,49.97,-0.0550,
60.013,50.09,-0.0685,
60.023,49.69,-0.0823,
60.036,49.61,-0.0960,
60.051,50.20,-0.1094,
60.061,49.72,-0.1221,
60.071,50.12,-0.1340,
60.081,49.95,-0.1446,
60.091,49.68,-0.1534,
60.101,50.03,-0.1601,
60.114,50.09,-0.1642,
60.124,49.61,-0.1655,
60.134,49.44,-0.1638,
60.148,49.54,-0.1591,
60.157,49.85,-0.1518,
60.168,49.86,-0.1424,
60.178,49.79,-0.1312,
60.189,49.57,-0.1185,
60.197,49.40,-0.1045,
60.212,49.46,-0.0895,
60.223,49.53,-0.0741,
60.234,49.44,-0.0586,
60.247,49.35,-0.0436,
60.263,49.08,-0.0295,
60.278,49.45,-0.0168,
60.288,49.23,-0.0058,
60.300,49.16,0.0031,
60.316,49.59,0.0098,
60.327,49.20,0.0143,
60.338,49.45,0.0170,
60.350,49.12,0.0182,
60.361,48.92,0.0182,
60.376,48.82,0.0175,
60.391,48.84,0.0160,
60.407,48.92,0.0138,
60.421,48.85,0.0106,
60.434,48.99,0.0064,
60.445,48.92,0.0011,
60.457,48.77,-0.0049,
60.472,49.07,-0.0115,
60.487,48.64,-0.0182,
60.503,48.64,-0.0247,
60.514,49.19,-0.0307,
60.526,48.56,-0.0358,
60.541,48.55,-0.0398,
60.556,48.52,-0.0425,
60.571,48.64,-0.0438,
60.583,48.98,-0.0438,
60.597,48.63,-0.0426,
60.609,48.60,-0.0401,
60.617,48.51,-0.0361,
60.633,48.32,-0.0306,
60.648,48.57,-0.0239,
60.658,48.67,-0.0162,
60.669,48.35,-0.0078,
60.681,48.34,0.0012,
60.692,48.15,0.0105,
60.707,48.07,0.0198,
60.721,48.18,0.0286,
60.733,47.95,0.0364,
60.747,48.33,0.0428,
60.757,48.18,0.0473,
60.768,48.21,0.0499,
60.777,48.45,0.0508,
60.788,48.12,0.0503,
60.798,48.08,0.0488,
60.807,48.11,0.0470,
60.817,48.26,0.0452,
60.825,47.77,0.0438,
60.839,48.03,0.0430,
60.847,47.75,0.0430,
60.860,48.24,0.0436,
60.871,47.63,0.0449,
60.884,48.03,0.0466,
60.893,47.63,0.0487,
60.903,47.72,0.0511,
60.913,47.72,0.0534,
60.924,47.72,0.0555,
60.934,47.46,0.0571,
60.947,47.69,0.0581,
60.956,47.91,0.0583,
60.967,47.42,0.0576,
60.981,47.52,0.0562,
60.991,47.49,0.0542,
61.001,47.73,0.0517,
61.011,47.57,0.0488,
61.021,47.44,0.0458,
61.031,47.33,0.0428,
61.044,47.26,0.0402,
61.058,47.43,0.0378,
61.071,47.40,0.0357,
61.081,47.19,0.0338,
61.094,47.32,0.0322,
61.104,47.39,0.0307,
61.117,47.58,0.0294,
61.127,47.15,0.0285,
61.141,47.51,0.0282,
61.154,47.25,0.0287,
61.168,47.23,0.0303,
61.178,47.13,0.0329,
61.193,47.13,0.0366,
61.203,47.21,0.0412,
61.217,46.57,0.0465,
61.233,46.70,0.0520,
61.247,46.78,0.0570,
61.258,46.96,0.0610,
61.268,47.14,0.0633,
61.281,47.13,0.0635,
61.292,46.57,0.0619,
61.309,46.89,0.0587,
61.320,46.56,0.0541,
61.334,46.72,0.0483,
61.345,47.06,0.0416,
61.358,46.29,0.0340,
61.373,46.44,0.0260,
61.383,46.39,0.0176,
61.393,46.97,0.0088,
61.403,46.22,-0.0003,
61.417,46.43,-0.0094,
61.427,46.53,-0.0185,
61.437,46.59,-0.0274,
61.451,46.67,-0.0358,
61.464,45.95,-0.0434,
61.476,45.99,-0.0500,
61.491,46.26,-0.0555,
61.501,46.25,-0.0601,
61.511,46.21,-0.0641,
61.521,46.01,-0.0676,
61.534,46.56,-0.0707,
61.547,46.44,-0.0733,
61.557,46.04,-0.0751,
61.567,46.18,-0.0757,
61.576,45.88,-0.0750,
61.591,46.08,-0.0728,
61.601,46.02,-0.0693,
61.611,46.05,-0.0647,
61.622,46.29,-0.0591,
61.632,45.95,-0.0526,
61.642,45.61,-0.0453,
61.656,45.98,-0.0374,
61.666,46.14,-0.0290,
61.675,45.95,-0.0206,
61.685,45.66,-0.0122,
61.694,45.86,-0.0038,
61.704,45.73,0.0042,
61.713,45.49,0.0118,
61.727,45.58,0.0186,
61.740,45.78,0.0243,
61.751,45.75,0.0288,
61.779,45.67,0.0317,
61.801,45.25,0.0334,
61.823,45.48,0.0338,
61.835,45.35,0.0329,
61.849,45.52,0.0306,
61.861,45.62,0.0271,
61.871,45.30,0.0224,
61.881,45.23,0.0169,
61.894,45.72,0.0108,
61.905,45.65,0.0044,
61.918,45.00,-0.0017,
61.932,45.36,-0.0073,
61.941,45.13,-0.0119,
61.954,45.31,-0.0155,
61.964,45.14,-0.0181,
61.974,45.08,-0.0197,
61.987,44.99,-0.0205,
62.000,45.15,-0.0206,
62.011,45.21,-0.0203,
62.024,44.91,-0.0198,
62.037,44.80,-0.0190,
62.050,44.73,-0.0182,
62.063,44.68,-0.0176,
62.076,44.77,-0.0176,
62.086,44.88,-0.0184,
62.095,45.01,-0.0202,
62.105,44.93,-0.0230,
62.114,45.10,-0.0264,
62.123,44.66,-0.0300,
62.137,44.78,-0.0331,
62.146,44.45,-0.0354,
62.159,44.77,-0.0368,
62.170,44.37,-0.0371,
62.183,44.39,-0.0365,
62.196,44.55,-0.0352,
62.206,45.02,-0.0337,
62.219,44.62,-0.0319,
62.227,44.49,-0.0298,
62.240,44.33,-0.0271,
62.261,44.16,-0.0238,
62.274,44.70,-0.0201,
62.284,44.37,-0.0160,
62.293,44.41,-0.0118,
62.303,44.20,-0.0074,
62.311,44.28,-0.0030,
62.321,44.16,0.0013,
62.333,43.99,0.0053,
62.346,44.02,0.0088,
62.356,44.20,0.0114,
62.366,44.32,0.0131,
62.374,44.09,0.0136,
62.384,44.14,0.0132,
62.393,44.55,0.0122,
62.403,44.31,0.0109,
62.413,43.92,0.0099,
62.426,43.91,0.0097,
62.438,43.80,0.0105,
62.451,43.93,0.0124,
62.463,43.85,0.0151,
62.476,43.69,0.0182,
62.490,44.18,0.0214,
62.503,44.07,0.0244,
62.512,43.83,0.0272,
62.525,43.95,0.0299,
62.535,43.53,0.0326,
62.547,43.73,0.0353,
62.556,43.65,0.0380,
62.570,43.14,0.0403,
62.584,43.59,0.0419,
62.597,43.57,0.0425,
62.607,43.53,0.0416,
62.620,43.76,0.0392,
62.631,43.69,0.0353,
62.643,43.83,0.0304,
62.657,43.16,0.0249,
62.666,43.42,0.0194,
62.678,43.00,0.0142,
62.689,43.25,0.0093,
62.701,43.74,0.0047,
62.713,43.13,0.0002,
62.723,42.72,-0.0041,
62.736,43.24,-0.0083,
62.750,43.06,-0.0125,
62.761,43.01,-0.0170,
62.771,42.86,-0.0219,
62.781,43.40,-0.0273,
62.791,43.28,-0.0330,
62.801,43.09,-0.0388,
62.810,42.76,-0.0443,
62.821,43.24,-0.0489,
62.831,42.82,-0.0524,
62.841,42.93,-0.0546,
62.854,42.87,-0.0553,
62.862,42.72,-0.0547,
62.872,42.98,-0.0528,
62.882,42.92,-0.0498,
62.895,42.96,-0.0458,
62.904,42.61,-0.0408,
62.918,42.88,-0.0349,
62.928,42.83,-0.0282,
62.938,42.42,-0.0209,
62.951,42.61,-0.0132,
62.961,42.79,-0.0053,
62.971,42.76,0.0023,
62.981,42.64,0.0096,
62.991,42.50,0.0165,
63.000,42.67,0.0229,
63.011,42.53,0.0288,
63.021,42.63,0.0341,
63.031,42.98,0.0390,
63.041,42.05,0.0435,
63.053,42.40,0.0477,
63.061,42.34,0.0517,
63.071,42.48,0.0552,
63.081,42.24,0.0581,
63.091,42.42,0.0602,
63.101,42.23,0.0614,
63.111,41.85,0.0616,
63.122,42.08,0.0608,
63.130,42.28,0.0586,
63.141,42.50,0.0550,
63.152,42.40,0.0500,
63.163,41.90,0.0441,
63.175,42.13,0.0378,
63.186,41.96,0.0314,
63.199,42.35,0.0251,
63.209,42.21,0.0193,
63.221,42.31,0.0141,
63.233,42.46,0.0101,
63.242,41.98,0.0076,
63.251,41.83,0.0070,
63.264,42.04,0.0085,
63.276,42.06,0.0118,
63.288,41.90,0.0167,
63.295,42.05,0.0227,
63.306,41.96,0.0295,
63.314,41.73,0.0366,
63.325,41.56,0.0438,
63.336,41.64,0.0504,
63.343,41.86,0.0560,
63.354,41.46,0.0599,
63.365,42.02,0.0619,
63.372,41.98,0.0617,
63.381,41.80,0.0596,
63.391,41.64,0.0558,
63.401,41.35,0.0509,
63.413,41.11,0.0452,
63.425,41.65,0.0387,
63.433,41.56,0.0312,
63.441,41.56,0.0227,
63.451,41.50,0.0134,
63.461,41.31,0.0036,
63.471,41.04,-0.0066,
63.483,41.39,-0.0168,
63.491,41.30,-0.0271,
63.501,41.14,-0.0375,
63.510,41.68,-0.0476,
63.520,41.31,-0.0574,
63.530,40.88,-0.0665,
63.542,41.12,-0.0744,
63.551,40.95,-0.0812,
63.560,41.21,-0.0869,
63.570,41.45,-0.0916,
63.581,40.99,-0.0952,
63.590,41.58,-0.0975,
63.601,40.82,-0.0983,
63.613,41.03,-0.0974,
63.622,41.13,-0.0947,
63.631,41.37,-0.0903,
63.641,40.77,-0.0843,
63.672,41.05,-0.0767,
63.687,40.78,-0.0678,
63.699,40.56,-0.0579,
63.711,40.78,-0.0477,
63.721,40.55,-0.0377,
63.732,40.66,-0.0287,
63.741,40.67,-0.0212,
63.751,41.01,-0.0158,
63.761,40.63,-0.0124,
63.771,40.63,-0.0111,
63.781,41.04,-0.0116,
63.791,40.51,-0.0133,
63.801,40.38,-0.0159,
63.812,40.56,-0.0190,
63.822,40.32,-0.0223,
63.832,40.59,-0.0258,
63.841,40.02,-0.0293,
63.852,40.21,-0.0330,
63.863,40.49,-0.0369,
63.873,40.47,-0.0413,
63.881,40.34,-0.0460,
63.891,40.42,-0.0508,
63.901,40.38,-0.0553,
63.911,40.14,-0.0593,
63.921,40.32,-0.0624,
63.933,40.41,-0.0643,
63.941,40.28,-0.0649,
63.951,40.05,-0.0640,
63.963,40.30,-0.0615,
63.971,39.94,-0.0574,
63.983,40.15,-0.0520,
63.991,40.36,-0.0453,
64.002,39.91,-0.0377,
64.013,40.08,-0.0294,
64.021,40.19,-0.0206,
64.031,40.03,-0.0114,
64.041,40.17,-0.0021,
64.052,40.19,0.0073,
64.061,39.80,0.0167,
64.071,39.48,0.0261,
64.082,39.68,0.0351,
64.091,39.97,0.0433,
64.101,39.62,0.0501,
64.111,40.13,0.0552,
64.130,39.62,0.0585,
64.151,39.58,0.0601,
64.171,39.34,0.0599,
64.200,39.28,0.0580,
64.228,39.78,0.0543,
64.253,39.31,0.0486,
64.265,39.20,0.0411,
64.278,39.47,0.0318,
64.288,39.30,0.0210,
64.297,39.75,0.0088,
64.306,39.13,-0.0042,
64.319,38.83,-0.0176,
64.333,39.18,-0.0308,
64.342,39.14,-0.0437,
64.351,38.88,-0.0562,
64.361,38.98,-0.0682,
64.371,38.95,-0.0795,
64.381,39.44,-0.0902,
64.390,39.31,-0.0999,
64.402,38.97,-0.1082,
64.412,39.11,-0.1145,
64.421,39.43,-0.1184,
64.431,38.95,-0.1193,
64.444,39.16,-0.1169,
64.456,38.89,-0.1110,
64.464,38.61,-0.1016,
64.475,39.00,-0.0892,
64.483,38.59,-0.0743,
64.493,38.69,-0.0577,
64.501,39.07,-0.0401,
64.511,38.67,-0.0224,
64.521,38.58,-0.0050,
64.533,38.87,0.0116,
64.543,38.67,0.0269,
64.551,38.52,0.0408,
64.561,38.47,0.0530,
64.572,38.48,0.0633,
64.581,38.64,0.0717,
64.591,38.56,0.0780,
64.601,38.29,0.0822,
64.612,38.40,0.0845,
64.621,38.71,0.0851,
64.631,38.23,0.0841,
64.641,38.15,0.0819,
64.651,37.91,0.0787,
64.662,38.59,0.0746,
64.672,38.22,0.0697,
64.683,38.15,0.0640,
64.691,38.18,0.0579,
64.702,38.41,0.0516,
64.711,38.53,0.0455,
64.721,38.02,0.0401,
64.731,38.06,0.0358,
64.741,38.17,0.0329,
64.751,38.34,0.0317,
64.761,37.96,0.0321,
64.771,38.09,0.0342,
64.781,37.94,0.0379,
64.791,38.15,0.0430,
64.801,38.28,0.0492,
64.811,38.00,0.0564,
64.821,38.15,0.0645,
64.831,38.12,0.0733,
64.841,37.88,0.0829,
64.852,38.08,0.0929,
64.861,37.91,0.1033,
64.871,37.55,0.1137,
64.881,37.56,0.1238,
64.891,37.48,0.1328,
64.901,37.79,0.1402,
64.911,37.77,0.1453,
64.926,37.86,0.1477,
64.938,37.66,0.1473,
64.946,38.04,0.1444,
64.954,37.77,0.1393,
64.961,37.58,0.1327,
64.971,37.34,0.1251,
64.982,37.86,0.1170,
64.991,37.81,0.1086,
65.001,37.78,0.1004,
65.010,37.34,0.0926,
65.021,37.37,0.0857,
65.032,37.74,0.0797,
65.042,37.42,0.0746,
65.053,37.73,0.0704,
65.064,37.32,0.0669,
65.078,37.45,0.0643,
65.089,37.27,0.0623,
65.111,37.22,0.0607,
65.125,37.50,0.0594,
65.134,37.27,0.0579,
65.148,37.08,0.0560,
65.161,37.34,0.0537,
65.171,37.00,0.0506,
65.184,36.85,0.0466,
65.198,36.88,0.0415,
65.206,37.38,0.0350,
65.216,36.95,0.0269,
65.226,37.35,0.0174,
65.240,37.16,0.0068,
65.251,37.01,-0.0045,
65.261,36.61,-0.0158,
65.289,36.23,-0.0269,
65.310,36.69,-0.0377,
65.320,36.43,-0.0486,
65.331,36.60,-0.0601,
65.341,36.98,-0.0723,
65.353,36.99,-0.0854,
65.362,36.73,-0.0989,
65.372,36.63,-0.1123,
65.385,36.51,-0.1248,
65.394,36.73,-0.1360,
65.404,36.70,-0.1454,
65.414,36.63,-0.1526,
65.426,36.63,-0.1573,
65.436,36.56,-0.1595,
65.445,36.26,-0.1589,
65.455,36.31,-0.1557,
65.465,36.24,-0.1503,
65.474,36.53,-0.1432,
65.483,36.40,-0.1349,
65.496,36.31,-0.1259,
65.505,35.96,-0.1164,
65.518,35.81,-0.1070,
65.532,36.49,-0.0980,
65.541,36.37,-0.0901,
65.554,35.95,-0.0833,
65.569,36.25,-0.0778,
65.591,36.04,-0.0733,
65.602,35.99,-0.0699,
65.614,36.12,-0.0672,
65.624,36.02,-0.0653,
65.637,35.74,-0.0638,
65.651,36.08,-0.0626,
65.661,36.08,-0.0617,
65.674,35.81,-0.0609,
65.683,36.08,-0.0600,
65.693,35.92,-0.0588,
65.704,35.70,-0.0570,
65.718,35.57,-0.0545,
65.735,35.31,-0.0515,
65.749,35.88,-0.0482,
65.761,35.73,-0.0449,
65.772,35.53,-0.0419,
65.783,36.22,-0.0393,
65.799,35.41,-0.0369,
65.814,35.40,-0.0346,
65.825,35.54,-0.0322,
65.835,35.73,-0.0296,
65.848,35.52,-0.0268,
65.856,35.56,-0.0238,
65.866,35.05,-0.0205,
65.879,35.20,-0.0168,
65.891,35.28,-0.0132,
65.901,35.19,-0.0099,
65.914,35.30,-0.0072,
65.928,35.04,-0.0054,
65.943,34.96,-0.0047,
65.957,35.11,-0.0050,
65.968,35.01,-0.0066,
65.980,35.27,-0.0094,
65.993,34.84,-0.0132,
66.007,35.54,-0.0177,
66.020,35.26,-0.0225,
66.031,34.95,-0.0270,
66.041,35.02,-0.0305,
66.051,34.76,-0.0324,
66.065,34.90,-0.0327,
66.079,35.04,-0.0313,
66.091,34.58,-0.0283,
66.104,34.88,-0.0239,
66.117,34.52,-0.0185,
66.129,34.62,-0.0124,
66.142,35.14,-0.0060,
66.155,34.90,0.0004,
66.167,34.41,0.0067,
66.179,34.69,0.0129,
66.191,34.57,0.0190,
66.201,34.49,0.0248,
66.211,34.80,0.0304,
66.221,34.65,0.0355,
66.231,34.52,0.0402,
66.240,34.16,0.0446,
66.253,34.38,0.0488,
66.264,34.41,0.0525,
66.273,34.25,0.0555,
66.284,34.39,0.0577,
66.292,34.18,0.0591,
66.302,34.25,0.0594,
66.312,33.90,0.0588,
66.325,34.34,0.0571,
66.337,34.31,0.0545,
66.346,34.44,0.0510,
66.355,34.14,0.0471,
66.365,34.45,0.0431,
66.374,34.39,0.0396,
66.383,33.84,0.0372,
66.396,34.20,0.0363,
66.405,34.30,0.0371,
66.418,34.17,0.0395,
66.427,33.87,0.0436,
66.440,33.61,0.0492,
66.453,34.11,0.0560,
66.466,33.94,0.0633,
66.475,33.76,0.0708,
66.488,33.80,0.0778,
66.498,33.64,0.0841,
66.506,33.17,0.0891,
66.520,33.49,0.0924,
66.531,33.69,0.0934,
66.541,33.78,0.0916,
66.550,33.31,0.0871,
66.562,33.92,0.0799,
66.571,33.37,0.0705,
66.581,33.43,0.0594,
66.593,33.64,0.0473,
66.603,33.64,0.0347,
66.617,33.40,0.0222,
66.624,33.68,0.0105,
66.637,33.34,0.0003,
66.648,33.33,-0.0081,
66.663,33.64,-0.0144,
66.673,33.57,-0.0182,
66.686,33.29,-0.0195,
66.703,33.53,-0.0182,
66.716,33.03,-0.0144,
66.731,33.32,-0.0082,
66.741,32.94,-0.0002,
66.754,33.29,0.0091,
66.767,33.25,0.0190,
66.776,33.45,0.0291,
66.789,33.38,0.0388,
66.801,32.89,0.0481,
66.815,33.16,0.0568,
66.826,32.56,0.0649,
66.838,32.82,0.0719,
66.847,33.11,0.0773,
66.858,33.03,0.0807,
66.870,32.60,0.0819,
66.880,32.67,0.0809,
66.890,32.76,0.0775,
66.900,33.06,0.0719,
66.912,32.58,0.0641,
66.922,32.73,0.0545,
66.934,32.59,0.0436,
66.943,32.51,0.0317,
66.956,32.43,0.0191,
66.968,33.11,0.0062,
66.976,32.97,-0.0067,
66.986,32.71,-0.0189,
66.994,32.54,-0.0296,
67.003,32.63,-0.0383,
67.012,32.61,-0.0445,
67.022,32.53,-0.0480,
67.031,32.66,-0.0489,
67.041,32.29,-0.0471,
67.053,32.50,-0.0431,
67.062,32.33,-0.0372,
67.071,32.29,-0.0299,
67.083,32.29,-0.0218,
67.097,31.95,-0.0134,
67.109,31.92,-0.0055,
67.123,32.65,0.0014,
67.132,32.02,0.0066,
67.146,32.31,0.0099,
67.155,32.17,0.0114,
67.167,32.19,0.0111,
67.180,31.95,0.0093,
67.191,31.91,0.0062,
67.203,31.91,0.0022,
67.216,32.14,-0.0028,
67.225,31.66,-0.0085,
67.238,31.86,-0.0148,
67.249,31.87,-0.0215,
67.258,31.89,-0.0287,
67.268,31.84,-0.0361,
67.276,32.06,-0.0434,
67.286,31.82,-0.0503,
67.299,31.77,-0.0564,
67.305,31.53,-0.0614,
67.318,31.61,-0.0650,
67.331,31.55,-0.0674,
67.341,31.85,-0.0687,
67.352,31.70,-0.0689,
67.361,31.66,-0.0682,
67.371,31.53,-0.0665,
67.384,31.28,-0.0639,
67.397,31.62,-0.0604,
67.407,31.34,-0.0563,
67.416,31.37,-0.0518,
67.425,31.27,-0.0472,
67.438,30.86,-0.0429,
67.451,31.34,-0.0392,
67.461,31.28,-0.0365,
67.470,31.39,-0.0350,
67.484,31.24,-0.0349,
67.494,31.39,-0.0358,
67.503,31.18,-0.0374,
67.512,31.32,-0.0394,
67.522,31.28,-0.0412,
67.536,31.07,-0.0424,
67.545,31.41,-0.0428,
67.554,31.08,-0.0419,
67.563,31.05,-0.0397,
67.573,31.23,-0.0359,
67.583,31.34,-0.0307,
67.592,31.15,-0.0240,
67.601,30.75,-0.0160,
67.615,30.85,-0.0066,
67.626,31.09,0.0036,
67.637,31.23,0.0142,
67.649,30.84,0.0248,
67.661,31.09,0.0352,
67.671,30.59,0.0451,
67.685,31.01,0.0544,
67.695,30.65,0.0627,
67.705,31.01,0.0697,
67.720,30.63,0.0753,
67.735,30.68,0.0794,
67.746,30.88,0.0818,
67.757,30.65,0.0825,
67.767,30.67,0.0817,
67.776,30.51,0.0794,
67.790,30.55,0.0758,
67.804,30.76,0.0709,
67.816,30.81,0.0650,
67.825,30.38,0.0583,
67.839,30.74,0.0512,
67.851,30.64,0.0440,
67.861,30.15,0.0371,
67.874,30.70,0.0307,
67.884,29.77,0.0248,
67.898,30.35,0.0195,
67.908,30.34,0.0142,
67.919,29.94,0.0089,
67.931,30.12,0.0031,
67.944,30.13,-0.0033,
67.959,30.35,-0.0106,
67.971,29.86,-0.0188,
67.985,30.03,-0.0277,
67.997,29.81,-0.0371,
68.007,30.06,-0.0470,
68.017,30.23,-0.0571,
68.027,29.78,-0.0672,
68.039,29.97,-0.0768,
68.060,29.73,-0.0858,
68.076,30.07,-0.0937,
68.088,29.72,-0.1004,
68.101,29.40,-0.1057,
68.117,29.49,-0.1096,
68.130,29.70,-0.1123,
68.144,29.98,-0.1141,
68.159,29.67,-0.1151,
68.171,29.47,-0.1154,
68.182,29.75,-0.1147,
68.192,29.42,-0.1130,
68.203,29.19,-0.1103,
68.218,29.51,-0.1068,
68.233,29.80,-0.1026,
68.244,29.38,-0.0978,
68.255,29.25,-0.0926,
68.270,29.00,-0.0868,
68.290,29.35,-0.0806,
68.301,29.04,-0.0745,
68.316,29.45,-0.0685,
68.326,29.28,-0.0631,
68.335,29.35,-0.0581,
68.344,29.14,-0.0534,
68.353,29.08,-0.0489,
68.363,28.82,-0.0443,
68.375,28.92,-0.0397,
68.387,29.37,-0.0352,
68.395,28.91,-0.0309,
68.407,29.41,-0.0267,
68.415,28.88,-0.0225,
68.423,29.18,-0.0179,
68.431,29.40,-0.0128,
68.441,29.02,-0.0067,
68.451,28.77,0.0006,
68.462,28.98,0.0093,
68.471,29.03,0.0192,
68.482,28.68,0.0303,
68.492,28.86,0.0421,
68.504,28.78,0.0542,
68.512,28.73,0.0663,
68.521,28.81,0.0778,
68.531,28.84,0.0883,
68.541,28.68,0.0976,
68.551,28.82,0.1056,
68.561,28.62,0.1122,
68.573,28.61,0.1174,
68.584,28.93,0.1212,
68.592,28.71,0.1237,
68.604,28.08,0.1251,
68.616,28.43,0.1255,
68.624,28.42,0.1248,
68.632,28.28,0.1228,
68.641,28.68,0.1195,
68.652,28.65,0.1147,
68.661,28.51,0.1086,
68.671,28.52,0.1018,
68.680,27.99,0.0947,
68.691,28.32,0.0877,
68.702,28.10,0.0809,
68.710,28.46,0.0743,
68.721,28.46,0.0679,
68.731,28.28,0.0618,
68.741,28.00,0.0562,
68.757,28.24,0.0514,
68.768,27.83,0.0472,
68.783,27.90,0.0436,
68.799,28.01,0.0404,
68.807,27.58,0.0371,
68.821,28.07,0.0335,
68.831,27.94,0.0292,
68.841,27.93,0.0240,
68.851,27.87,0.0180,
68.865,27.80,0.0114,
68.874,27.44,0.0044,
68.888,28.02,-0.0029,
68.899,27.63,-0.0103,
68.907,27.74,-0.0176,
68.916,27.86,-0.0246,
68.927,28.02,-0.0311,
68.938,27.63,-0.0366,
68.948,27.62,-0.0407,
68.958,27.69,-0.0431,
68.969,27.80,-0.0436,
68.981,27.52,-0.0422,
68.991,27.73,-0.0390,
69.005,27.37,-0.0340,
69.017,27.40,-0.0274,
69.027,27.48,-0.0197,
69.037,27.34,-0.0114,
69.050,27.19,-0.0029,
69.063,27.50,0.0052,
69.072,27.50,0.0125,
69.086,27.09,0.0186,
69.100,27.16,0.0235,
69.110,27.22,0.0269,
69.121,27.24,0.0288,
